fartoynavn,avgangshavn_navn,ankomsthavn_navn,etd_estimert_avgangstidspunkt,ankomsttidspunkt
WITH FROHAVET,Tonnes,Vågaholmen,2022-01-08 18:00:00+00:00,2022-01-08 19:30:00+00:00
GRINNA,Rødbyhavn,Nakskov,2022-01-08 10:55:00+00:00,2022-01-08 16:10:00+00:00
NORMAND SUN,Offshoreinst. Nordsjøen,Dusavik,2022-01-08 21:00:00+00:00,2022-01-09 10:00:00+00:00
SKANDI BARRA,Dusavik,Stavanger,2022-01-08 21:00:00+00:00,2022-01-08 21:30:00+00:00
HAVTIND,Barentshavet,Rypefjord,2022-01-09 14:00:00+00:00,2022-01-10 02:00:00+00:00
STRIL LUNA,Vestbase,Kristiansund,2022-01-09 10:30:00+00:00,2022-01-09 11:15:00+00:00
BORE BAY,Håvik,Risavika,2022-01-11 14:42:00+00:00,2022-01-11 17:02:00+00:00
SULAFJORD,Hordvik,Sløvåg,2022-01-10 06:30:00+00:00,2022-01-10 09:30:00+00:00
ISLAND VALIANT,Skipavik-Gulen,Bergen,2022-01-09 19:30:00+00:00,2022-01-10 00:00:00+00:00
JS CHUKAR,Falkeidflæet Ankring,Kårstø,2022-01-10 12:30:00+00:00,2022-01-10 13:00:00+00:00
WITH MARINE,Visnes - Eide,Valsneset,2022-01-10 05:30:00+00:00,2022-01-10 13:00:00+00:00
SCANTANK,Laksevåg,Omastranda,2022-01-10 15:05:00+00:00,2022-01-10 22:55:00+00:00
GASO JARL,Sistranda,Lysøysund,2022-01-10 07:15:00+00:00,2022-01-10 11:00:00+00:00
NORBJORN,Longyearbyen,Tromsø,2022-01-10 15:10:00+00:00,2022-01-13 11:10:00+00:00
HAGLAND BOSS,Rekefjord,Horsens,2022-01-10 15:35:00+00:00,2022-01-11 23:00:00+00:00
ANMI,Vlissingen,Ålvik,2022-01-10 16:00:00+00:00,2022-01-13 11:00:00+00:00
SAMSKIP KVITBJORN,Ålesund,Harøysundet,2022-01-10 17:40:00+00:00,2022-01-10 20:30:00+00:00
WILSON GDYNIA,Byggnes - Karmøy,Ålesund,2022-01-12 11:00:00+00:00,2022-01-13 13:00:00+00:00
BB OCTOPUS,Stavanger,Offshoreinst. Nordsjøen,2022-01-10 22:59:00+00:00,2022-01-11 08:00:00+00:00
REM ARCTIC,Dusavik,Offshoreinst. Nordsjøen,2022-01-10 21:00:00+00:00,2022-01-11 07:00:00+00:00
EDDA FAUNA,Risavika,Offshoreinst. Nordsjøen,2022-01-13 15:00:00+00:00,2022-01-14 01:00:00+00:00
NS ORLA,Nordsjøen,Risavika,2022-01-11 16:00:00+00:00,2022-01-12 08:00:00+00:00
DOGGI,Barentshavet,Melbu,2022-01-11 07:00:00+00:00,2022-01-12 02:00:00+00:00
BJUGNFJORD,Horsens,Glatved Strand,2022-01-11 09:00:00+00:00,2022-01-11 17:00:00+00:00
HOLMFOSS,Ålesund,Alvika,2022-01-11 14:00:00+00:00,2022-01-11 15:00:00+00:00
FISKEBANK,Eggesbønes,Kristiansund,2022-01-11 14:00:00+00:00,2022-01-11 22:30:00+00:00
FROYA,Herøya,Hamburg,2022-01-15 05:00:00+00:00,2022-01-16 19:00:00+00:00
GASO HOVDING,Sandstad,Kristiansund,2022-01-11 07:00:00+00:00,2022-01-11 13:00:00+00:00
UBC CORK,Kristiansand,Risavika,2022-01-11 21:06:00+00:00,2022-01-12 08:24:00+00:00
NORA THOMSEN,Storøya Øst,Hirtshals,2022-01-12 20:00:00+00:00,2022-01-13 10:59:00+00:00
BB COASTER,Sauda,Stavanger,2022-01-11 10:45:00+00:00,2022-01-11 16:30:00+00:00
SVEALAND,Ølen,Bygstad,2022-01-11 10:45:00+00:00,2022-01-11 23:30:00+00:00
TORSBORG,Mongstadbase,Sløvåg,2022-01-11 14:15:00+00:00,2022-01-11 14:50:00+00:00
BALDVIN,Barentshavet,Honningsvåg,2022-01-12 22:59:00+00:00,2022-01-13 03:45:00+00:00
GERDA MARIE,Egersund,Manger,2022-01-11 13:10:00+00:00,2022-01-12 04:15:00+00:00
ODDA MARIE,Hull,Odda,2022-01-11 19:45:00+00:00,2022-01-13 11:10:00+00:00
NESEJENTA,Barentshavet,Rypefjord,2022-01-11 19:00:00+00:00,2022-01-12 04:20:00+00:00
VIKING PRINCE,Tananger,Risavika,2022-01-11 23:20:00+00:00,2022-01-11 23:30:00+00:00
SAMSKIP CHALLENGER,Risavika,Kvinesdal,2022-01-17 09:50:00+00:00,2022-01-17 22:00:00+00:00
RONJA MALOY,Kopervik,Vikedal,2022-01-12 11:00:00+00:00,2022-01-12 15:00:00+00:00
HOLMFOSS,Ellingsøy,Vartdal,2022-01-12 12:00:00+00:00,2022-01-12 14:00:00+00:00
MISIDA,Risavika,Rotterdam,2022-01-12 16:10:00+00:00,2022-01-14 06:00:00+00:00
NYVING,Skogsvåg,Dimmelsvik,2022-01-11 11:00:00+00:00,2022-01-11 15:00:00+00:00
STEIGEN,Bodø,Skutvik - Hamarøy,2022-01-12 16:15:00+00:00,2022-01-12 22:00:00+00:00
REM STAR,Mongstadbase,Offshoreinst. Nordsjøen,2022-01-13 23:00:00+00:00,2022-01-14 13:00:00+00:00
GADUS NEPTUN,Båtsfjord,Barentshavet,2022-01-12 15:00:00+00:00,2022-01-13 01:30:00+00:00
BERGENSFJORD,Mortavika,Sandnes,2022-01-16 21:30:00+00:00,2022-01-16 22:00:00+00:00
ELISABETH,Rubbestadneset,Langevåg,2022-01-12 16:00:00+00:00,2022-01-12 17:55:00+00:00
BJUGNFJORD,Horsens,Langøya,2022-01-12 18:30:00+00:00,2022-01-14 07:00:00+00:00
NCL AVEROY,Ikornnes,Rotterdam,2022-01-17 07:50:00+00:00,2022-01-19 04:00:00+00:00
WILSON HUSUM,Hugla Reden,Mo i Rana,2022-01-11 18:56:00+00:00,2022-01-13 14:00:00+00:00
NS FRAYJA,Offshoreinst. Nordsjøen,Risavika,2022-01-13 13:30:00+00:00,2022-01-14 06:00:00+00:00
WILSON DAVANGER,Sandnes,Straume,2022-01-16 17:40:00+00:00,2022-01-17 06:00:00+00:00
MILLERNTOR,Sarpsborg,Varberg,2022-01-17 04:00:00+00:00,2022-01-17 20:00:00+00:00
FINNBORG,San Ciprian,Nesnaflaket Ankring,2022-01-06 17:00:00+00:00,2022-01-16 09:30:00+00:00
FOLLA,Stettin,Klaipeda,2022-01-13 18:00:00+00:00,2022-01-14 19:30:00+00:00
SVEASUND,Risøyhamn,Sortland,2022-01-14 04:15:00+00:00,2022-01-14 06:15:00+00:00
FURE NORD,Göteborg,Slagentangen,2022-01-15 09:00:00+00:00,2022-01-15 21:10:00+00:00
SVARTFOSS,Husøy - Karmøy,Florø,2022-01-14 06:00:00+00:00,2022-01-14 16:00:00+00:00
SENIOR,Svolvær,Bodø,2022-01-13 14:45:00+00:00,2022-01-13 19:45:00+00:00
RAINBOW SPIRIT,Åmøyfjorden,Åmøyfjorden,2022-01-15 07:00:00+00:00,2022-01-15 18:00:00+00:00
COMABAR,Dusavik,Storesund,2022-01-14 03:30:00+00:00,2022-01-14 07:00:00+00:00
WILSON DAVANGER,Straume,Orkanger,2022-01-17 18:00:00+00:00,2022-01-19 06:00:00+00:00
HAGLAND BORG,Vaksdal,Rekefjord,2022-01-14 16:00:00+00:00,2022-01-15 09:15:00+00:00
GULLHA,Holmestrand,Svelvik,2022-01-14 12:05:00+00:00,2022-01-14 13:15:00+00:00
STADT SLØVÅG,Skipavik-Gulen,Buefjorden,2022-01-14 07:00:00+00:00,2022-01-15 04:00:00+00:00
SVARTFOSS,Sandstad,Kristiansund,2022-01-15 10:20:00+00:00,2022-01-15 14:00:00+00:00
NCL HAUGESUND,Rotterdam,Moerdijk,2022-01-14 10:00:00+00:00,2022-01-14 16:00:00+00:00
NYSAND,Skogsvåg,Etne,2022-01-10 17:00:00+00:00,2022-01-10 22:15:00+00:00
BB SERVER,Stavanger,Kristiansand,2022-01-14 13:15:00+00:00,2022-01-15 03:00:00+00:00
KRISTIANSUND,Sandstad,Kristiansund,2022-01-14 12:00:00+00:00,2022-01-14 17:30:00+00:00
ELEKTRON II,Drammen,Måløy,2022-01-14 19:00:00+00:00,2022-01-16 11:00:00+00:00
INTER BARENTS,Rypefjord,Hammerfest,2022-01-14 15:40:00+00:00,2022-01-14 16:45:00+00:00
THUN EMPOWER,Mongstad,Haugsøytangen Ankring,2022-01-17 06:30:00+00:00,2022-01-17 07:30:00+00:00
KONGSBORG,Vestbase,Bergen,2022-01-15 19:00:00+00:00,2022-01-16 17:55:00+00:00
AURORA EXPLORER,Tromsø,Tromsø,2022-01-15 08:00:00+00:00,2022-01-15 14:52:00+00:00
TRINE CHARLOTTE,Forneselva,Hammerfest,2022-01-15 08:50:00+00:00,2022-01-15 22:00:00+00:00
SVARTFOSS,Vikan - Smøla,Bessaker,2022-01-15 23:20:00+00:00,2022-01-16 06:30:00+00:00
STEN NEPTUN,Belfast,Falkeidflæet Ankring,2022-01-14 01:10:00+00:00,2022-01-16 19:15:00+00:00
VEGA,Murmansk,Båtsfjord,2022-01-16 05:00:00+00:00,2022-01-17 05:00:00+00:00
THEA II,Risavika,Husøy - Karmøy,2022-01-17 14:20:00+00:00,2022-01-17 16:50:00+00:00
THEA II,Husøy - Karmøy,Bergen,2022-01-17 18:55:00+00:00,2022-01-18 01:10:00+00:00
SALTSTRAUM,Salt End,Freifjorden 1 Ankring,2022-01-16 14:00:00+00:00,2022-01-19 01:05:00+00:00
SEA HOPE,Botnaneset - Flora,Herøya,2022-01-30 13:00:00+00:00,2022-02-01 09:40:00+00:00
FALKVIK,Kollsnes Øst,Skogsvåg,2022-01-16 13:55:00+00:00,2022-01-16 16:50:00+00:00
LADY HESTIA,Lødingen,Moerdijk,2022-01-20 14:00:00+00:00,2022-01-24 06:00:00+00:00
HANNAH KRISTINA,Håvik,Risavika,2022-01-16 21:00:00+00:00,2022-01-16 22:59:00+00:00
ROHAV,Brekke,Askvoll,2022-01-15 16:30:00+00:00,2022-01-15 19:30:00+00:00
ASTROL-1,Foynes,Sløvåg Industriområde,2022-01-13 23:30:00+00:00,2022-01-19 07:00:00+00:00
NORDERVEG,Skagen,Austevoll,2022-01-16 15:57:00+00:00,2022-01-18 03:00:00+00:00
WITH JUNIOR,Bergeneset,Tromsø,2022-01-17 20:00:00+00:00,2022-01-17 22:30:00+00:00
RYPEFJORD,Barentshavet,Båtsfjord,2022-01-17 00:00:00+00:00,2022-01-17 01:00:00+00:00
EIDSVAAG OMEGA,Varangerfjorden,Stokmarknes,2022-01-16 22:00:00+00:00,2022-01-19 00:30:00+00:00
FALKFJORD,Egersund,Mandal,2022-01-17 07:25:00+00:00,2022-01-17 14:16:00+00:00
STENBERG,Clydebank,Mongstad,2022-01-17 00:00:00+00:00,2022-01-19 09:00:00+00:00
VITIN,Vingsand,Fuglafjørdur,2022-01-17 11:20:00+00:00,2022-01-20 12:00:00+00:00
LADY HABARKA,Arkhangelsk,Lødingen,2022-01-11 12:00:00+00:00,2022-01-18 03:00:00+00:00
NORDTIND,Rypefjord,Tromsø,2022-01-17 10:00:00+00:00,2022-01-17 20:00:00+00:00
SEVEN VEGA,Mekjarvik,Kvitsøy,2022-01-17 18:45:00+00:00,2022-01-17 19:45:00+00:00
LONNINGEN,Træna,Sandnessjøen,2022-01-17 11:02:00+00:00,2022-01-17 16:00:00+00:00
BALTIC MADONNA,Nyborg,Fredrikstad,2022-01-18 09:00:00+00:00,2022-01-19 07:10:00+00:00
HORDAFOR IV,Tromsø,Tromsø,2022-01-17 15:45:00+00:00,2022-01-17 16:25:00+00:00
SCANTANK,Kvitsøy,Stavanger Øst,2022-01-18 08:22:00+00:00,2022-01-18 10:15:00+00:00
ISFJORD,Tromsø,Tromsø,2022-01-25 15:40:00+00:00,2022-01-25 16:20:00+00:00
AURORA SANDEFJORD,Kristiansund,Offshoreinst Halten-Helgeland,2022-01-19 06:30:00+00:00,2022-01-19 08:00:00+00:00
REM STAR,Mongstadbase,Offshoreinst. Nordsjøen,2022-01-18 13:00:00+00:00,2022-01-19 00:00:00+00:00
HALTBAKK VIKING,Fjelldal,Harstad ,2022-01-18 13:30:00+00:00,2022-01-18 15:30:00+00:00
ECO LUCIDITY,Kårstø,Gijon,2022-01-23 16:24:00+00:00,2022-01-27 23:00:00+00:00
WILSON NICE,Salten,Leirpollen,2022-01-21 14:50:00+00:00,2022-01-23 09:00:00+00:00
SKANDI BARRA,Dusavik,Stavanger,2022-01-18 20:10:00+00:00,2022-01-18 21:15:00+00:00
VIKING QUEEN,Offshoreinst. Nordsjøen,Botnaneset - Flora,2022-01-18 12:00:00+00:00,2022-01-18 22:00:00+00:00
ODDA MARIE,Odda,Amsterdam,2022-01-21 08:40:00+00:00,2022-01-23 09:45:00+00:00
FRIGG W,Høgset,Ålesund,2022-01-21 02:13:00+00:00,2022-01-21 10:15:00+00:00
PERMIAN LADY,Kårstø,Antwerpen,2022-01-23 08:00:00+00:00,2022-01-23 23:00:00+00:00
HANNAH KRISTINA,Botnaneset - Flora,Kristiansund,2022-01-19 01:00:00+00:00,2022-01-19 12:30:00+00:00
REISA,Skjervøy,Tromsø,2022-01-18 16:30:00+00:00,2022-01-18 23:00:00+00:00
ISLAND CONTENDER,Offshoreinst. Nordsjøen,Stavanger,2022-01-18 21:45:00+00:00,2022-01-19 15:00:00+00:00
NORDORCHID,Rotterdam,Sture,2022-01-19 16:30:00+00:00,2022-01-23 16:30:00+00:00
ARKLOW BRAVE,Ceuta,Oslo,2022-01-15 18:45:00+00:00,2022-01-23 06:00:00+00:00
NORBRIS,Wismar,Gdansk,2022-01-19 12:00:00+00:00,2022-01-20 21:00:00+00:00
KORALHAV,Barentshavet,Ålesund,2022-01-18 00:00:00+00:00,2022-01-21 04:00:00+00:00
FALKSUND,Helle - Forsand,Laksevåg,2022-01-19 18:35:00+00:00,2022-01-20 09:50:00+00:00
ROSTEIN,Lauksundet,Skjervøy,2022-01-17 10:45:00+00:00,2022-01-17 11:40:00+00:00
JSP SKIRNER,Husøy - Karmøy,Bergen,2022-01-22 15:00:00+00:00,2022-01-22 22:00:00+00:00
NORTHEASTERN,Honningsvåg,Barentshavet,2022-01-21 17:20:00+00:00,2022-01-22 21:00:00+00:00
EIDSVAAG OPAL,Bergeneset,Tromsø,2022-01-19 23:00:00+00:00,2022-01-20 04:00:00+00:00
ROSLAGEN,Eidsnes,Årdalstangen,2022-01-19 23:50:00+00:00,2022-01-20 15:00:00+00:00
TALBOR,Fosnavåg,Barentshavet,2022-01-20 05:03:00+00:00,2022-01-22 07:04:00+00:00
HALTBAKK NAVIGATOR,Mongstadbase,Ålesund,2022-01-19 09:00:00+00:00,2022-01-20 17:00:00+00:00
BORNHOLM,Bergen,Randaberg,2022-01-19 05:00:00+00:00,2022-01-19 13:00:00+00:00
HARALD MARTIN,Stokmarknes,Sigerfjord,2022-01-14 05:38:00+00:00,2022-01-14 11:20:00+00:00
WILSON NEWCASTLE,Grundartangi,Leirpollen,2022-01-13 11:00:00+00:00,2022-01-18 19:00:00+00:00
BOTHNIA,Mongstadbase,Stigsnaes Inter Terminal,2022-01-17 19:30:00+00:00,2022-01-19 22:00:00+00:00
PEAK SKORPO,Vaksdal,Måløy,2022-01-16 15:25:00+00:00,2022-01-17 05:40:00+00:00
BONA SEA,Vormedal,Askvoll,2022-01-15 05:00:00+00:00,2022-01-15 21:00:00+00:00
MOSTEIN ,Egersund,Husøy - Karmøy,2022-01-14 20:00:00+00:00,2022-01-15 02:00:00+00:00
ISLAND CRUSADER,Offshoreinst. Nordsjøen,Mongstadbase,2022-01-15 06:50:00+00:00,2022-01-16 02:00:00+00:00
RO ARCTIC,Skjervøy,Tromsø,2022-01-15 03:00:00+00:00,2022-01-15 08:00:00+00:00
SUPERSPEED 2,Kristiansand,Hirtshals,2022-01-15 07:00:00+00:00,2022-01-15 10:15:00+00:00
MARITA KRISTIN,Harstad ,Rørvik,2022-01-12 16:00:00+00:00,2022-01-14 13:30:00+00:00
SAMSKIP COMMANDER,Ålesund,Alvika,2022-01-17 22:20:00+00:00,2022-01-18 00:15:00+00:00
KRISTOFFER TRONDS,Sunde,Stord base,2022-01-15 19:50:00+00:00,2022-01-15 21:35:00+00:00
SUPERSPEED 2,Hirtshals,Kristiansand,2022-01-15 19:45:00+00:00,2022-01-15 23:00:00+00:00
TORSBORG,Vestbase,Kristiansund,2022-01-15 17:30:00+00:00,2022-01-15 18:00:00+00:00
PIRAJA,Nordsjøen,Kristiansand,2022-01-15 23:59:00+00:00,2022-01-16 06:43:00+00:00
FAEROYSUND,Bogøy,Fauske,2022-01-15 22:23:00+00:00,2022-01-16 08:00:00+00:00
ANNA LEHMANN,Mo i Rana,Västerås,2022-01-21 18:00:00+00:00,2022-01-26 11:00:00+00:00
REM STAR,Sløvåg Industriområde,Mongstadbase,2022-01-17 01:00:00+00:00,2022-01-17 02:00:00+00:00
FISKESKJER,Ålesund,Offshore,2022-01-20 11:00:00+00:00,2022-01-22 10:20:00+00:00
POLAR PIONEER,Båtsfjord,Barentshavet,2022-01-16 18:20:00+00:00,2022-01-17 21:00:00+00:00
KETLIN,Tromsø,Uthaug,2022-01-16 07:21:00+00:00,2022-01-16 19:30:00+00:00
MARTIN H,Vadsø,Mehamn,2022-01-17 01:30:00+00:00,2022-01-17 17:00:00+00:00
TAITS ,Ellingsøy,Lerwick,2022-01-17 07:30:00+00:00,2022-01-18 06:00:00+00:00
FISKEBANK,Måløy,Vikan - Smøla,2022-01-17 06:00:00+00:00,2022-01-17 22:00:00+00:00
BOA BALDER,Sandnessjøen,Mosjøen,2022-01-17 12:30:00+00:00,2022-01-17 16:00:00+00:00
WILSON CORK,Lødingen Ankring,Glomfjord,2022-01-19 16:00:00+00:00,2022-01-20 08:00:00+00:00
MISANA,Rotterdam,Håvik,2022-01-17 19:00:00+00:00,2022-01-19 07:00:00+00:00
COLOR CARRIER,Kiel,Oslo,2022-01-17 12:00:00+00:00,2022-01-18 09:00:00+00:00
HAVTIND,Barentshavet,Rypefjord,2022-01-17 16:00:00+00:00,2022-01-18 06:00:00+00:00
BB COASTER,Håvik,Stavanger,2022-01-15 13:45:00+00:00,2022-01-15 16:35:00+00:00
HAV NORDLANDIA,Breiviga,Tórshavn,2022-01-17 19:30:00+00:00,2022-01-20 23:01:00+00:00
NORMAND SYGNA,Dusavik,Offshoreinst. Nordsjøen,2022-01-17 17:30:00+00:00,2022-01-18 03:00:00+00:00
NOKASA,Tromsø,Barentshavet,2022-01-17 21:00:00+00:00,2022-01-18 21:00:00+00:00
GERDA MARIE,Kalvåg,Torangsvåg,2022-01-17 16:38:00+00:00,2022-01-18 02:20:00+00:00
NCL SVELGEN,Glomfjord,Orkanger,2022-01-20 08:15:00+00:00,2022-01-21 09:00:00+00:00
TROMS POLLUX,Offshoreinst. Barentshavet,Rypefjord,2022-01-18 14:15:00+00:00,2022-01-18 18:00:00+00:00
BJORG PAULINE,Stokmarknes,Bjarkøy,2022-01-18 07:30:00+00:00,2022-01-18 12:15:00+00:00
BOURBON MONSOON,Mongstadbase,Offshoreinst. Nordsjøen,2022-01-18 14:45:00+00:00,2022-01-18 19:00:00+00:00
CAROLIN G.,Riga,Trondheim,2022-01-18 08:00:00+00:00,2022-01-26 00:00:00+00:00
STRIL LUNA,Offshoreinst. Nordsjøen,Risavika,2022-01-18 09:30:00+00:00,2022-01-18 21:00:00+00:00
BAL BULK,Langøya,Oslo,2022-01-18 10:50:00+00:00,2022-01-18 14:35:00+00:00
ORION OLYMPUS,Kristiansund,Trondheim,2022-01-17 14:00:00+00:00,2022-01-18 17:30:00+00:00
SC CONNECTOR,Rotterdam,Risavika,2022-01-18 17:00:00+00:00,2022-01-20 23:05:00+00:00
BRENNHOLM,Nordsjøen,Barentshavet,2022-01-18 11:00:00+00:00,2022-01-20 15:00:00+00:00
KRISTIANSUND,Raudsand,Sandstad,2022-01-18 20:00:00+00:00,2022-01-19 03:00:00+00:00
SCAN TRANS,Bjugn,Lysøysund,2022-01-19 02:00:00+00:00,2022-01-19 05:00:00+00:00
EDDA FRENDE,Botnaneset - Flora,Offshoreinst. Nordsjøen,2022-01-21 21:00:00+00:00,2022-01-22 05:00:00+00:00
BALDER,Oslo,Slemmestad,2022-01-19 08:40:00+00:00,2022-01-19 13:30:00+00:00
ARKLOW FOREST,Herøya,Spania,2022-01-24 16:45:00+00:00,2022-01-26 10:15:00+00:00
SLOTTSTEIN,Kalvåg,Ålesund,2022-01-19 11:45:00+00:00,2022-01-19 19:00:00+00:00
MERCURIUS,Halmstad,Arendal,2022-01-21 12:00:00+00:00,2022-01-22 06:30:00+00:00
RO FORTUNE,Senjahopen,Tromsø,2022-01-19 06:00:00+00:00,2022-01-19 20:00:00+00:00
HELENE H ,Bodø,Fauske,2022-01-19 19:30:00+00:00,2022-01-20 00:00:00+00:00
BJORG PAULINE,Stokmarknes,Torsken,2022-01-19 20:45:00+00:00,2022-01-20 17:00:00+00:00
BAL BULK,Oslo,Langøya,2022-01-20 12:30:00+00:00,2022-01-20 16:20:00+00:00
KYSTBUNKER II,Kristiansund,Sunndalsøra,2022-01-19 11:30:00+00:00,2022-01-20 00:00:00+00:00
NS FRAYJA,Risavika,Offshoreinst. Nordsjøen,2022-01-20 16:00:00+00:00,2022-01-21 11:00:00+00:00
SVEALAND,Myre-Øksnes,Ottersøy,2022-01-18 21:50:00+00:00,2022-01-20 17:00:00+00:00
HELENE H ,Husøy - Karmøy,Namsos,2022-01-15 19:00:00+00:00,2022-01-17 23:15:00+00:00
REISA,Skjervøy,Langsundet,2022-01-15 05:00:00+00:00,2022-01-15 09:00:00+00:00
BB COASTER,Haugesund,Håvik,2022-01-15 11:30:00+00:00,2022-01-15 12:45:00+00:00
FALKSUND,Mongstadbase,Skipavik-Gulen,2022-01-15 11:50:00+00:00,2022-01-15 12:40:00+00:00
PAULA,Offshore,Harøysundet,2022-01-15 11:00:00+00:00,2022-01-16 08:30:00+00:00
VEGA,Båtsfjord,Barentshavet,2022-01-17 11:20:00+00:00,2022-01-18 07:00:00+00:00
NORBAR ,Storesund,Risavika,2022-01-16 03:15:00+00:00,2022-01-16 07:00:00+00:00
GAS MYTH,Teesport,Frierfjorden Ankring,2022-01-15 16:00:00+00:00,2022-01-17 08:30:00+00:00
NYSTEIN,Husøy - Karmøy,Breiviga,2022-01-16 07:00:00+00:00,2022-01-16 10:30:00+00:00
OLYMPIC ENERGY,Offshoreinst. Nordsjøen,Stavanger Øst,2022-01-15 23:50:00+00:00,2022-01-16 10:00:00+00:00
ROSTEIN,Kvalfjord,Torsken,2022-01-15 07:35:00+00:00,2022-01-16 04:10:00+00:00
THEA II,Bergen,Risavika,2022-01-18 15:20:00+00:00,2022-01-19 00:10:00+00:00
NORTH BARENTS,Botnaneset - Flora,Ølen,2022-01-16 13:00:00+00:00,2022-01-17 06:00:00+00:00
STADT KINN,Florø,Florø,2022-01-16 10:27:00+00:00,2022-01-16 10:55:00+00:00
EAGLE BARENTS,Mongstad,Nordsjøen,2022-01-18 17:40:00+00:00,2022-01-21 11:00:00+00:00
BOURBON MISTRAL,Mongstadbase,Offshoreinst. Nordsjøen,2022-01-17 20:30:00+00:00,2022-01-18 05:00:00+00:00
MERCATOR,Helle - Forsand,Bergen,2022-01-16 17:30:00+00:00,2022-01-17 06:00:00+00:00
BJORNHAUG,Nord-Atlanteren,Botnhamn,2022-01-16 17:00:00+00:00,2022-01-16 23:30:00+00:00
CTMA RANGER,Tananger,Stavanger,2022-01-16 20:50:00+00:00,2022-01-16 22:30:00+00:00
BREIVIK JUNIOR,Florø,Offshore,2022-01-24 21:00:00+00:00,2022-01-26 04:00:00+00:00
NYSTEIN,Odda,Eidfjord,2022-01-17 12:45:00+00:00,2022-01-17 16:30:00+00:00
FEED TRONDHEIM,Fiskå - Strand,Eydehavn - Arendal,2022-01-18 03:20:00+00:00,2022-01-18 20:30:00+00:00
TROLL,Storebø,Laksevåg,2022-01-17 13:00:00+00:00,2022-01-17 16:30:00+00:00
AFALINA,Laksevåg,Vyborg,2022-01-20 13:00:00+00:00,2022-01-23 11:00:00+00:00
BB COASTER,Risavika,Stavanger,2022-01-16 21:30:00+00:00,2022-01-16 23:06:00+00:00
FONNES,Fonnes,Måløy,2022-01-17 16:15:00+00:00,2022-01-17 22:50:00+00:00
FALKBRIS,Sand,Stavanger,2022-01-18 10:00:00+00:00,2022-01-18 14:35:00+00:00
ANDREA,Hamburg,Oslo,2022-01-19 13:55:00+00:00,2022-01-21 01:00:00+00:00
RIPNES,Husøy - Karmøy,Husøy - Karmøy,2022-01-17 21:00:00+00:00,2022-01-19 10:00:00+00:00
SVARTFOSS,Værøy Sørlandsvågen,Leknes,2022-01-18 06:00:00+00:00,2022-01-18 07:00:00+00:00
HARALD MARTIN,Bjarkøy,Stokmarknes,2022-01-18 00:40:00+00:00,2022-01-18 12:00:00+00:00
VOYKOVO,Kirkenes,Barentshavet,2022-01-18 08:43:00+00:00,2022-01-18 17:00:00+00:00
KETLIN,Uthaug,Sandnessjøen,2022-01-18 05:59:00+00:00,2022-01-19 17:59:00+00:00
REM EIR,Offshoreinst. Nordsjøen,Botnaneset - Flora,2022-01-18 09:30:00+00:00,2022-01-18 19:00:00+00:00
AURORA GALAXY,Offshoreinst. Nordsjøen,Mongstadbase,2022-01-18 09:00:00+00:00,2022-01-18 14:00:00+00:00
RICHARD WITH,Kirkenes,Bergen,2022-01-18 12:00:00+00:00,2022-01-23 13:45:00+00:00
NYSAND,Etne,Ølen,2022-01-17 15:03:00+00:00,2022-01-17 16:00:00+00:00
IDA,Klaipeda,Knarrevik,2022-01-15 16:00:00+00:00,2022-01-20 19:15:00+00:00
HARALDSON,Austevoll,Måløy,2022-01-18 14:12:00+00:00,2022-01-19 02:12:00+00:00
RO FORTUNE,Lafjorden,Lauksundet,2022-01-18 04:40:00+00:00,2022-01-18 18:15:00+00:00
HAGLAND BORG,Kambo,Skorgeneset,2022-01-18 21:00:00+00:00,2022-01-21 16:00:00+00:00
HELMER HANSSEN,Longyearbyen,Longyearbyen,2022-01-19 08:00:00+00:00,2022-01-24 16:00:00+00:00
TROLL,Langevåg,Bergen,2022-01-19 11:00:00+00:00,2022-01-19 19:00:00+00:00
MAUD,Kristiansund,Bergen,2022-01-22 16:00:00+00:00,2022-01-23 11:00:00+00:00
ARKLOW BRAVE,Oslo,Rostock,2022-01-24 10:30:00+00:00,2022-01-25 18:00:00+00:00
KEY WEST,Eastham,Holla,2022-01-19 19:10:00+00:00,2022-01-22 19:10:00+00:00
FFS AMARANTH,Jøssingfjord,Farsund,2022-01-20 12:30:00+00:00,2022-01-20 17:30:00+00:00
ELBSAILOR,Kristiansand,Oslo,2022-01-22 08:10:00+00:00,2022-01-22 23:00:00+00:00
YAKOV GUNIN,Søvik,Fiskarstrand,2022-01-20 17:00:00+00:00,2022-01-20 17:01:00+00:00
OLYMPIC ENERGY,Stavanger Øst,Risavika,2022-01-19 12:45:00+00:00,2022-01-19 14:30:00+00:00
PROEKT,Murmansk,Kirkenes,2022-01-20 02:00:00+00:00,2022-01-20 12:28:00+00:00
SEVEN VEGA,Åmøyfjorden,Offshoreinst. Nordsjøen,2022-01-21 05:30:00+00:00,2022-01-21 13:00:00+00:00
KRISTIANSUND,Sandstad,Raudsand,2022-01-19 11:00:00+00:00,2022-01-19 17:30:00+00:00
HORDAFOR III,Salthella,Storebø,2022-01-19 12:10:00+00:00,2022-01-19 13:00:00+00:00
MERCURIUS,Sandefjord,Göteborg,2022-01-23 10:00:00+00:00,2022-01-24 04:30:00+00:00
PEARL SEAWAYS,Oslo,Frederikshavn,2022-01-19 13:15:00+00:00,2022-01-19 23:15:00+00:00
